 June 2021,4,short stay Rabat,"We were in Rabat for business. We booked one junior suite (nice big room, only airco could work better) and one standard room. We had a nice stay. The hotel has a nice location an parking was free. We feeld very welcom by the staff. Breakfast was included and very good, wide range of choices."
 April 2021,5,Ladies day = ladies lunch date,Since some months ago I’ve been going to the restaurant “brasserie” with my friends every Tuesday. It is really a full pleasure and wonderful experience that anything that is on the menu comes so nice and delicious. The Chef comes to make suggestions and he surprise us with wonderful dishes. Noura and the staff are always very kind.
 January 2021,5,Good,A very good place with good service i loved the food and enjoyed the place really much as well as the design and waitresses in here it was really awesome and gorgeous and really nice from the restaurant to do everything for us around here thanks to mrs housin and nora we really appreciate everything they done for us❤️🥀
 January 2021,4,enjoyed our stay here,"rooms are spacious, although a bit dated, but the hotel is in a good location, close to a tram line so great for public transport. slept very well and any issue was dealt with promptly and professionally. staff very friendly and helpful. would stay here again."
 December 2020,5,Trip diwan,Good service nice place nice staff good position good food pretty rooms free wifi clean area very sanitary and has good corona precautions. Very good restaurant and the staff is very helpful and nice. Overall good experience and would do again. Especially the CHEF
 December 2020,5,Best hotel,Good hotel .well located. Good food. Good room . The staff is helpful and kind. Really Morocco is a nice place to visit especially Rabat. I like it very much .thanks a lot. I will turn back again.in chaallah.
 October 2020,5,Nice Spa and Restaurant,"I came yesterday to take lunch with my friends at the restaurant, was very good. Then we went to the SPA and take a ""hamam"" and was more than wonderful, Asma was so nice and very kind person. The hotel is very clean and they respect and follow all the covid prevent protocols. I just love it, defiantly i'll come back and totally recommended."
 September 2019,1,The worst experience of my life,"In 2017 I decided to take my husband and two precious little boys age 2 years and 4 months to visit my home town, so I picked this hotel to stay in for couple days while visiting my own family, I arrive to the hotel a little after midnight and try to check in so we can all rest after a long day traveling across the world. The receptionist asked me for a marriage certificate to prove that this is my husband and these boys are mine or else we can’t check in to our room that we already paid for. I found it uncalled for but I did show him my kids birth certificates and my green card as I don’t travel Carrying my marriage papers with me specially after so many years of being married. The receptionist refuse to let as in and continued to argue with us. At that moment you can only…"
 June 2019,2,Rabat... after all,"I have to admit there'd been a lot of arranging for this business stay, including hotel. I was warned before, to ask specifically for non smoking room on higher floor. And that safety in Rabat in general is not the highest. I was prepared, but still shocked. I arrived late because my flight was delayed and there was nobody at dusty reception. Then some guy appeared taking my luggage and asking for tips. Receptionist appeared, I asked him twice is room is non smoking, he ensured me it is and sent me with this ""luggage guy"" upstairs. Room was of course full of smoke smell and claimed as non smoking. Also guy was waiting in room until I gave him some money (I didn't have any dirhams, so I ended up giving him 10Euros just to leave me alone). After complaining about room being non…"
 November 2019,5,A Delicious and Informational Breakfast,"As it was my first Moroccan breakfast, Chef Loubna patiently described the dishes. She introduced me to the entire staff, instantly making me feel at home. She even cooked a special dish for me. Chef Loubna, shukraan lakum!"
 February 2020,4,Lovely Boutique hotel,I stayed here as part of a Gate 1 tour to Morocco. It was centrally located. Walking distance to the Museums and not far from the palace. It was clean and modern. Dinner was amazing there. It is walking distance to restaurants .
 March 2020,5,Excellent hotel in its class,"The Le Duran has good sized rooms, comfortable beds, nice clean washrooms. The breakfast buffet is very good In quality and quantity. Staff are helpful. The location is excellent. There is a restaurant, spa and a bar. What else a traveller really needs I am not sure. This is a wonderful place to stay in Rabat."
 March 2020,5,A Rockin’ Moroccan Massage,"A massage is a special treat for me when I travel to different countries. After three airports and 14 hours in air I arrived in Robat, Morocco and checked into the lovely LeDiwan hotel. Noticing the spa was advertising massage I booked one hoping it would help me sleep. I would highly recommend a massage with Charifa. Truly it was so relaxing I almost fell asleep then and there. The soft Moroccan music played in concert with her hands moving in waves over my body. Charifa has a talent for providing an experience that will be etched in your muscle memory. It was in mine. Lynn"
 February 2020,5,Superb Blend of Hospitality and Location,"Clean, classy hotel ideally located in the best part of town. Close enough to the Medina, but far enough to be extremely safe anytime during the day or night. Rooms were very clean and upscale. The best part however was the staff. Extremely hospitable and responsive, wanting to make sure that each individual guest had a personal experience of note. This included being greeted by name at check in. Highly unusual for most cookie cutter places these days. The front office manager Mr. Omar Moursli personally welcomed everyone in the group as did the chief concierge, Mr. Salah Malaki who even took us to the rooms himself to make sure they were to our satisfaction. The first night when we walked into the restaurant, there was no one in sight. The entire bus load of people descended…"
 March 2020,5,The Mohammed and Said with the mustache Rock!!,"Our breakfast at the Dewan were extra special because of the friendly funny service of Mohammed and Said( with mustache). Actually every staff at the Dewan gave excellent service. The rooms are clean and comfortable, the breakfast buffet huge and full of regional specialties, the front desk staff and door staff always attentive and kind. Highly recommend this hotel for business or pleasure travel."
 February 2020,5,Very good hotel. Great service. Great staff.,"My wife and I stayed here for 2 nights. Excellent location, good sized and well appointed rooms. The BIG plus is the staff: front desk, bartending, porters, servers in the restaurants. In particular, we had a server in the main dining room on the night of our arrival named HANANE who was so friendly, informative and well trained. It was our first meal in Morrocco and she helped to make it memorable....She helped us choose our first Moroccan dishes and Moroccan wine. Great ambassador for the hotel!"
 February 2020,5,Hammam Spa,"Charifa at the hammam spa was amazing. She provided a great massage and great hammam experience. I highly recommend seeing her and trying the spa if you are in the area. Spa and Charifa get 5 stars. The hotel staff is really nice. I wouldn’t give the hotel a 5 star rating because it is not very clean. Loved the breakfast, they serve freshly squeezed orange juice:)"
 February 2020,5,Spa,"If you happen to be in Morocco and you are looking for a great spa experience make sure you book it at the Li Diwan. My masseuse, Charifa, was amazing. I travel a lot and have gotten many massages but this one was really good. I have a couple of days left here and I am sure I will be back again before I go."
 January 2020,5,Spa is great!,"I had the 120 minute Hammam and massage treatment. It was my first Hammam and Najia was terrific. It was cleansing, exfoliating and a massage in one. After the massage by Charifa put the icing on the cake. Highly recommended after a long day of traveling!"
 January 2020,5,The best spa treatment,"I would like to leave a comment about the spa specialist Loubna! She is AMAZING! I’ve been to full body massage and hammam, and it was the best 2 hours this year! First of all I would like to say that the spa is very clean and comfortable. Loubna welcome you very kindly, and make the atmosphere very relaxing. I want to say that I received a real full body massage from head to tip fingers! And after in hammam a full body wash, scrub and lotion. After all, she made me tea, and it was fantastic. I will highly recommend this spa and Loubna!"
 January 2020,4,Pleasant start to a tour,We stayed here at the start of a Gate 1 tour. The room was fine and the opening dinner in the hotel's restaurant was quite good. The staff was really friendly and helpful in responding quickly to several requests.
 January 2020,5,Excellent Hotel,"This hotel provides extremely good service as well as very clean, quiet rooms. The restaurant “La Brasserie”s food is excellent . The servers Houcine, Hanane and Sanae were very professional and went out of their way to make us feel welcome, detailing their traditional dishes. The Food & Beverage Director was very helpful as well. Le Diwan is located in a very nice area where you can walk at your leisure. We hope to come back here and stay for a longer time."
 January 2020,5,Great Service,"We stayed here for 2 nights at the beginning of a Gate1 tour. The front desk staff, particularly Hamza, were fantastic, patiently taking care of our every request. Loubna and Charles, members of the spa staff, gave wonderful massages. Breakfast is also very good. Our room feels a bit tired, but the excellent service makes up for that."
 January 2020,5,Great service at hotel and spa!,We stayed 2 nights on the first leg of our trip and it was very nice. The service was exceptional. My wife and I also treated ourselves to a hammam in the spa and Charifa and Loubna were excellent! It was our first hammam and they made it a great experience! I highly recommend doing this. It was great!
 January 2020,2,"Noisy, Smoky, Sewage","This hotel is in a great location and initially shows promise. However, our 2 night stay there was very disappointing and very challenging to the senses. It allows smoking in the lobby, first sign of an inferior hotel. It is apparently built near a sewage sight as it reeked of sewage at night. To make matters worse, they have machines on each floor that are used to negate the bad smell by dispensing an overpowering perfume smell that permeates the hallways. Amazingly, this smell is even worse than the sewage smell. Finally, and not least, we were kept awake very late one night by some very loud guests in the room above us and we had to complain several times to the front desk before anything was done. Stay away from this inferior hotel, unless you want to leave with a mixture of…"
 December 2019,4,Excellent service,"PROS: - Very friendly service from the car park to front desk for check-in/out - Moden design, simple but functional in all aspects - Great breakfast buffet (not too big but with all different choices), again great service team - Very central located for a walk to old town CONS: - no sport possibilities - some furnishings and equipments in bathroom should be replaced"
 December 2019,5,Regular customer - recommend Le Diwan,I come to Rabat for work every 2-3 months and always stay at Le Diwan. I recommend the hotel. The personnel is really nice and one feels at home. This time I tried the spa and really enjoyed the signature massage and the hammam-scrub. Great service from Najia and Dougna.
 December 2019,5,Excellent Hotel,"Every time, it looks like I am home!!, the service is excellent and the people are very warm and kind. The location is very close to the tramway, medina, restaurents, mesum, downtown, train station etc..."
 December 2019,5,Great Experience,"I normally don't write reviews, but I wanted to share how great Hotel Le diwan is. It's conveniently close to the downtown, The staff are friendly and helpful, Ismail the front office young man was just great and he helped us with everything we needed, the rooms were super comfortable, and everything was clean and simple. I can't recommend them enough!"
 December 2019,3,Lovely staff but it falls short on some things,"Pros: Staff are great, rooms are comfortable, spa is reasoanly priced & the breakfast/dinner is nice! Cons: Location has little around it, wifi is terrible and I could not even do e-mail, no gym. Unsure what else to stay but it is an average to good hotel at best."
 December 2019,5,A very nice central hotel with a world class spa,"I have stayed at Diwan’s for two nights. Clean, central, excellent service. Very good Brasserie, I had a succulent tajine well accompanied by a decent local red wine. I particularly recommend the spa of the hotel, where I used the massage services twice. Najia is an outstanding physiotherapist who mixes the right kind of strength and relaxation; this was the best by far of my spa experiences in the last couple of years."
 November 2019,4,"Great staff, warm and kindest assistance at reception desk, always proactive to solve problems.",Recomendation: a massage session or two. Najia brought me back to relax and peacefulness after a one hour of treatment. All people at reception focused on help you to find solutions to your problems..
 October 2019,4,My First Moroccan Hotel Stay,"The room was beautiful and I had a small but lovely balcony with a great view. The hotel didn't have a pool or a gym but the staff was friendly and I liked the decor of the lobby. Breakfast was included and it was typical cereal, bread, fruit but there were Moroccan pancakes that I got to try for the first time. They were OK. The hotel was in a convenient location. I was able to walk to a pharmacy since I caught a head cold on the plane ride and there was a store nearby where we could buy water and snacks."
 November 2019,2,Nice and comfortable bedroom,I took a Gate1 tour in Morocco and we were supposed to stay in Le Dewan for two nights. We got a 5th Fl room with a good view(504). The beds were nice with clean sheets and soft comforters. But the bathroom is really old. It needs to be renovated. The drifting water flows through the ring of the sink all the way to the floor which became slippery. What made me really upset was the second morning episode on 11/14/2019. I didn’t have a good sleep because of the long journey from the New York-Casablanca flight and the Casablanca-Rabat taxi drive. I forgot that I was supposed to go to the mezzanine breakfast room. By mistake I entered the First-floor room. I picked up the food and was about to eat when a middle aged waitress suddenly stood in front of me and looked at me with a…
 October 2019,4,Good location,"I will give this hotel high marks on location. You can walk to the Medina, downtown, shops, museum, etc. There are restaurants nearby. The rooms were a bit small and not so clean. The breakfast was fine with made to order eggs, assortment of breads, sweet rolls and fruit. No decaf coffee but hot chocolate was tasty. We did eat in their dinner restaurant and the meal was fine. We were in Morocco for two weeks and I never got sick but we ate in the hotels or highly recommended restaurants. Service was good."
 October 2019,1,Dirty,The room was dirty with stains on the carpets and coffee stains on the walls.when I took a shower the bathroom filled with water and I almost slipped. This was bad experience and I would recommend to stay away and book another hotel.
 October 2019,4,"Average rooms, good food and service","I was on a Gate 1 tour and this was the first accommodation upon arrival in Rabat. For 1 night it as perfectly fine, the room was small but well kept. Furnishings were outdated and could use some upgrading. The bed was very comfortable. Dinner and breakfast were great, and all staff were very nice. There are many ATMs nearby, but if you walk out the hotel front door, turn left, the 2nd ATM slightly up the street is the one that offers English option. Just put your card in first to get it started."
 October 2019,3,Ok accommodation,This is a 3.5 Not quite very good but better than average View was poor The amenities were fine. It quite modern as expected but no major issues The breakfast was good again better than average but short of very good
 September 2019,4,A Wonderful End to my Moroccan Tour!,"I stayed at the Le Diwan Hotel Rabat Hotel for two nights as part of a group tour through Morocco. This hotel is in the heart of Rabat and in walking distance to many sites, including the Medina. The very modern city train system travels right across the street from the hotel. It is a fairly modern-looking hotel. While the weather in Rabat is much cooler than most of the country, A/C is still needed. The lobby and mezzanine did not have A/C and it was slightly stuffy in those areas. The room is small, but generally nice and clean. There was a slight musty odor when entering the room, but the odor dissipated after a short period of time. The bathroom is also small but has most of the necessary amenities. There is a nice sitting area outside the room with a garden. The breakfast…"
 September 2019,3,Hotel Berbere is 3 Star,"This hotel is decent. We came to stay for a overnight with the Group of Morocco Tours for 12 days trip co'z next day, we are leaving for Fez early morning with the group. We find that the room is clean, good and comfortable to sleep in. Breakfast was good as it did filled our stomach for a long drive to a different city. Hotel Staffs are helpful with all our Group Luggage as our Tour Guide has mentioned to identified our luggage so that they can be put inside the Tour Bus with the correct Passengers' Lugguage - No One are to be left behind without their luggage, this systems ensured that everyone have it before we left for a different city - approx. 8 hours drive to Fez. We enjoyed our stay."
 March 2019,3,Very nice hotel room with not good air con,"This hotel and room was very nice, staff were helpful but the air-conditioning was insufficient as I have a child with excema. The breakfast was amazing but had to leave this hotel early to go to a hotel that has proper air conditioning"
 July 2019,3,Would have been 5 star but,The day I was checking out with my group really left a bitter taste in my mouth on this place. I had charged a few things to my room and the night before checkout I settled up so there wasn’t any issues in the AM. Well got pulled aside by the tour guide and the front desk had zero record of me settling up. Thankfully I had the receipt and credit card receipts in my purse. They were like oops our bad. I felt like a scum bag for a minute with being pulled aside.
 July 2019,4,Pleasant stay in Rabat,"Super friendly and helpful staff, always asking if I needed anything. Room was clean and comfortable. The WiFi was reliable. Breakfast had a wide variety of items to choose from. The tv had maybe 3 English channels, but had no problems streaming Netflix."
 June 2019,5,Mesmerizing stay,"Perfectly located near Marina, daytime spent kayaking and windsurfing. After nice dinner, (couscous is the best I ever tried) hotel provided free tickets for Mawazine Festival. Travis Scott performance was mesmerizing. Will definitly come back"
 June 2019,3,"Comfortable, quiet, somewhat dull neighborhood","Great staff, friendly and helpful, speak a wide variety of languages. This hotel is a short walk from the contemporary art museum, archaeology museum (recommended), and the local medina (an average medina). The rooms and baths are comfortable, quiet; breakfast buffet was average. A relatively dull neighborhood, with few shops or restaurants, but was full of ATMs and banks. The elevators were slow and choppy; most guests used to stairs to get to the rooms, which in this hotel are 3-6 floors above the lobby."
 June 2019,5,Mawazine,Thank you very much for the super welcoming!beautiful city. The show was great and the audience were amazing. The break fast was amazing and the staff was very kind. The room was very clean and the bed were clean. Hope to come back soon
 June 2019,4,nice location - helpful staff,special thanks to the hotel manager Mr Idriss. The staff was helpfull. Very good location. A delicious breakfast. Would be nice in the future to renovate windows and have noise insulation from streets outside (double vitrage).
 February 2019,4,"Very nice hotel in Rabat, Morocco.","Stayed at this property for 2 nights with gate 1 travel as a part of a 7 night Morocco tour. Hotel is modern, nicely decorated ,close to main attractions, rooms are very modern,fresh and comfortable.Buffet breakfast was good with a lot of hot and cold choices. The onsight restaurant is excellent serving local cuisine as well as western dishes. staff were very nice and accomodating. Would definately stay again."
 May 2019,4,Great hotel.,"What a great and lovely hotel. We stayed for two nights and had a wonderful stay. Clean, comfortable, great staff and helpful. Great location as you are able to walk too all major attractions. The buffet breakfast was very good, lots of variety, hot coffee and healthy. I would recommend getting a massage at the hotel, it was just what i needed to finish off a month tour of Morocco."
 May 2019,5,"Great service, best food!",I stayed for a week and the amazing staff made me feel like at home. It’s located right in the middle of everything so all the popular spots are within a few minutes of drive/walk. I had some of the best food at the Brasserie le diwan. Keep it up guys 👍🏻
 May 2019,2,Overrated,"This hotel is a nice 2 star hotel. It’s not quite 3 stars, and it’s a far cry from 4 stars. The carpet in the room was filthy: badly stained all over. It needs to replaced… like 5 years ago. It made being in the room feel unclean. When we asked about changing to another room, were told that it’s like that in every room. We also just didn't find the room was cleaned very well, per photos - walls, doors and other surfaces had marks that I was able to remove with a cloth so just shows they weren't cleaned well. There was a loud rattling every night through the wall – not sure the cause of the sound. The reception staff were always nice, but restaurant staff applied a confused policy around food during Ramadan. E.g. I chose this hotel because it had restaurants open during Ramadan…"
 April 2019,1,Shame on you!,"Am shocked ,, this hotel haring cheap staff they are spying on the customers privacy life ! I broke up today with my future husband coz the staff who is working there they transfer every single word I was speaking with my family’s .. it’s disaster .. trust is number 1 must be !!! I went for 5 star hotel but after what I heard from my fiancé I was shocked like they were setting with me while am talking to my family!how sad is that destroying other people’s life for ugly benefits .. I will never come back and I don’t recommend this hotel to no one as there is no trust , no privacy and no respect at all .. shame one you seriously."
 May 2019,4,Good location,"As far as hotels go, Hotel Le Diwan is a good choice for the money. It certainly isn't the most luxurious hotel in Rabat, but the rooms are a decent size and comfortable, staff is friendly, and the food quite good. The biggest bonus is the hotel's proximity to everything. You can walk to most points of interest without an issue. Pros: Breakfast - very good WiFi - free, fast, reliable Location - roam the sights easily Air Conditioning - quiet and works well Curtains - total darkness if desired Cons: Carpet in my room was dirty - appeared somewhat consistent throughout the common area, too Gym - None"
 April 2019,5,"Stellar customer service, great location, fabulous breakfast",We got a suite and it was very nice and super clean. Very comfortable bed. Right on a busy roundabout but if the windows are closed the sound is muffled. There was a nice breeze when the windows are open. Easy to walk to many sights and very safe. What makes this hotel stand out is the staff. We were particularly WOWED by Omar the desk manager and Younes Malki who went way above and beyond the expected and personally made sure that my wife got to visit the site of the hospital where she was born. It's being turned into a hotel now but Younes drove our party of four there and walked with us to make sure we were safe. He was so gracious and sympathetic when my wife became a little emotional. The breakfast staff was very attentive and the porters were friendly and accommodating. I…
 April 2019,3,It was ok,"The room is worn out. Just scrapes, scuffs everywhere & toothpaste splatter on the magnifying mirror. I tried turning on the heat, but it never came on. The food was not very good. Eggs were cold. You can always eat yogurt, though!"
 February 2019,4,"Very friendly staff, feels like family","The staff were very helpful. They helped me correct my reservation date error, book a city tour, and get local deserts such as Macaron. The hotel has a nice atmosphere that makes you feel like famil, and nice breakfast. My visit was short so I didn't check the rest of the facilities."
 March 2019,4,GOOD HOTEL,Good hotel location is excellent and staff where good the breakfast was excellent near restaurants and museums rooms are good not great and shower was hard to use and awkward to get into bar very dark and unfriendly
 March 2019,4,"Only overnight, first night in Morocco","Our tour of Morocco began in Rabat, so we were only here for one night. The staff was friendly, and was quite patient with us crazy folks from Philadelphia. :) Two of my travel companions and I had a light lunch in the restaurant before gathering with the rest of our group. The food was tasty and filling, and the wait staff was very friendly. None of us speaks French, which is common here, but the staff knew enough English for us to get along fine. The room was small, but not claustrophobically so. There were two twin beds pushed together, making it look like one queen bed, but they were made up separately, so my roommate and I each had our own bed. Slippers and robes were provided, which was a nice touch. There was a bit of a problem flushing the toilet, at times, if others…"
 March 2019,4,Great restaurant,"Conveniently located, the hotel is in a busy area and there is a lot of noise going on outside. Like many hotels in Morocco, they use a heavy scent/perfume in the public areas, but it was not too bad in the guest rooms. There was, however, a faint moldy smell in the rooms. The front desk staff was very nice. We had a superb dinner in the restaurant and breakfast was also good. However, the breakfast crew was less attentive and the service was inconsistent. Sometimes they brought coffee, sometimes you had to fend for yourself. Sometimes they were there to be of assistance, other times you had to get up and hunt someone down."
 February 2019,5,another great stay,"as a regular visitor to rabat on business this is one of the places I prefer to stay, very central and practical, the hotel is clean and friendly staff, great buffet breakfast and very good value for money."
 March 2019,5,Nice place,"The McGallery Diwan Hotel in Rabat is a comfortable place to stay. The room was spacious and nicely furnished and the complimentary water and wifi were appreciated. The staff were helpful, friendly and carried out their duties effectively. The breakfast was varied and delicious with an egg station. All in all, a nice place to stay which is well-located only short walks to the main train station (12 minutes) and souqs (20 minutes)."
 January 2019,3,"Good hotel, but one that can be improved","Good hotel, but one that can be improved. Well located. The staff is nice, except maybe one person in the restaurant. The regular staff needs to be more welcoming and smiling... The conference rooms are OK."
 February 2019,4,Comfortable With a good nights sleep,"We had a delicious meal in the restaurant for a good price. A convenient place to dine if you have just arrived jet lagged and couldnt be bothered searching for food on your first night. The rooms are comfortable and we slept well. Hot water are wifi is reliable, there is a room safe. Location is quite central and staff are excellent. The buffet breakfast was comprehensive but more low sugar cereal would enhance the experience."
 February 2019,4,First 2 nights in Morocco here,"We were on an escorted tour with Gate 1 Travel for 13 days throughout Morocco. We stayed here our first two nights. Very nice, comfortable, great food, service. The only reason I gave this 4 of 5 stars is that the security device at the front door deactivates the room keys. They know this is an issue, but failed to share that with us. So, many in our group found out the hard way once we got back to our rooms after being out, necessitating a trip back to the desk. Minor issue, more of a slight annoyance. Would have been nice to know ahead of time."
 March 2019,4,"Good location, helpful staff","With no point of comparison to other Moroccan hotels, Le Diwan is fairly upscale. Our room is comfortable, as are the beds. Though the room is nicely decorated with warm wood throughout, it is in need of some minor renovation - carpeting is stained, the bathroom sink is chipped, etc. The buffet breakfast is good with plenty of selections, including an omelette chef. The front desk is helpful with suggestions and directions. Several restaurants and a supermarket are within very easy walking distance. The Medina and souk (market/shopping) are an easy 20 minute walk from the hotel."
 January 2019,5,"Very Nice Hotel, Nice Part of Town","Enjoyed staying at this hotel for two nights, just after arriving in Morocco from the U.S. The hotel is very well maintained, very clean with very friendly and attentive staff. Enjoyed a ""welcome dinner"" and drinks in the bar as well."
 January 2019,4,"Comfortable Beds, Reasonable Breakfast, Friendly Staff","January 31 and February 1, 2019 - As part of a 34 person tour group, we stayed for two nights at the Hotel Le Diwan. The hotel has an excellent location, the staff are friendly and efficient, and the rooms are comfortable. Our beds slept well, the bathroom was clean and the towels were good. As in most European and other foreign country hotels, they do not provide a face cloth in the bathroom. So, we always bring our own. Our room had a television, balcony (although view was not too good), and a hot pot/coffee maker, and sufficient flat space for laying out our clothes, etc. Unfortunately, the breakfast does not have a very good cereal selection. But, you can get eggs to order like over easy or an omelette. And, there is fruit and plenty of bread selections. I would…"
